path,category,brightness,contrast,laplacian_var
balanced_dataset\acinonyx jubatus\acinonyx jubatus_20140428-PICT0670.JPG,acinonyx jubatus,98.28815201688404,82.98942243481747,136.362315540343
balanced_dataset\acinonyx jubatus\acinonyx jubatus_20140428-PICT0671.JPG,acinonyx jubatus,97.9243465034758,82.6485303386761,134.43920404339895
balanced_dataset\acinonyx jubatus\acinonyx jubatus_20140428-PICT0672.JPG,acinonyx jubatus,97.79768695253314,82.48948825900767,133.52861387158399
balanced_dataset\acinonyx jubatus\acinonyx jubatus_20140811-PICT0106.JPG,acinonyx jubatus,199.47248166270185,36.006166813826006,354.1012125665502
balanced_dataset\acinonyx jubatus\acinonyx jubatus_20140811-PICT0107.JPG,acinonyx jubatus,199.6503294255815,35.87116392204013,353.1543852868665
balanced_dataset\acinonyx jubatus\acinonyx jubatus_20140811-PICT0109.JPG,acinonyx jubatus,199.62194403394528,36.267373070872836,351.37620752109865
balanced_dataset\acinonyx jubatus\acinonyx jubatus_20140811-PICT0110.JPG,acinonyx jubatus,199.47773792932205,36.434883939520994,352.4273169290176
balanced_dataset\acinonyx jubatus\acinonyx jubatus_20140811-PICT0111.JPG,acinonyx jubatus,199.76855493780437,36.148221855029924,351.8475957894135
balanced_dataset\acinonyx jubatus\acinonyx jubatus_20140811-PICT0113.JPG,acinonyx jubatus,200.3982198603502,35.928185281880005,346.09858056938435
balanced_dataset\acinonyx jubatus\acinonyx jubatus_20140811-PICT0114.JPG,acinonyx jubatus,200.60445639397508,35.69296652166061,347.97715400089766
balanced_dataset\acinonyx jubatus\acinonyx jubatus_20140811-PICT0115.JPG,acinonyx jubatus,199.28775140570934,40.04491495613904,313.42052782287766
balanced_dataset\acinonyx jubatus\acinonyx jubatus_20140811-PICT0116.JPG,acinonyx jubatus,114.79957866265379,60.147726611750095,164.88083811569348
balanced_dataset\acinonyx jubatus\acinonyx jubatus_20140811-PICT0117.JPG,acinonyx jubatus,117.32245335327758,62.26279611009922,163.09331669674623
balanced_dataset\acinonyx jubatus\acinonyx jubatus_20140811-PICT0118.JPG,acinonyx jubatus,139.29229518094002,40.082345115351295,431.63502607477085
balanced_dataset\acinonyx jubatus\acinonyx jubatus_20140811-PICT0119.JPG,acinonyx jubatus,139.32053389421537,40.07731145808876,427.88919271108165
balanced_dataset\acinonyx jubatus\acinonyx jubatus_20140811-PICT0120.JPG,acinonyx jubatus,139.33816345676343,40.064545608860485,428.76999830965366
balanced_dataset\acinonyx jubatus\acinonyx jubatus_20140811-PICT0121.JPG,acinonyx jubatus,167.831760045215,41.290917809145725,439.07951739413943
balanced_dataset\acinonyx jubatus\acinonyx jubatus_20140811-PICT0122.JPG,acinonyx jubatus,169.67358745734813,39.798430245258174,439.9572034558875
balanced_dataset\acinonyx jubatus\acinonyx jubatus_20140811-PICT0123.JPG,acinonyx jubatus,169.85402186558855,39.37481300609912,440.71345799314213
balanced_dataset\acinonyx jubatus\acinonyx jubatus_20140811-PICT0130.JPG,acinonyx jubatus,152.36431938737505,39.82040450672138,439.75710589004575
balanced_dataset\acinonyx jubatus\acinonyx jubatus_20140811-PICT0131.JPG,acinonyx jubatus,152.29615675160997,39.81833381247697,440.1781881450618
balanced_dataset\acinonyx jubatus\acinonyx jubatus_20140811-PICT0132.JPG,acinonyx jubatus,152.25888930940022,39.79100878052817,437.9450513027376
balanced_dataset\acinonyx jubatus\acinonyx jubatus_20140811-PICT0133.JPG,acinonyx jubatus,147.61178355380142,40.09644115738186,420.76847925664026
balanced_dataset\acinonyx jubatus\acinonyx jubatus_20140811-PICT0134.JPG,acinonyx jubatus,148.76826633686562,39.36675411614489,430.88972176722416
balanced_dataset\acinonyx jubatus\acinonyx jubatus_20140811-PICT0136.JPG,acinonyx jubatus,147.16963765438774,41.65355868324284,423.7229532347909
balanced_dataset\acinonyx jubatus\acinonyx jubatus_20140811-PICT0137.JPG,acinonyx jubatus,148.02945907223184,41.04851566347281,425.5822184670856
balanced_dataset\acinonyx jubatus\acinonyx jubatus_20140811-PICT0138.JPG,acinonyx jubatus,148.41442243768424,40.847302263337944,424.4434791150727
balanced_dataset\acinonyx jubatus\acinonyx jubatus_20140811-PICT0139.JPG,acinonyx jubatus,129.67837703147026,39.51596541383296,391.9245831490074
balanced_dataset\acinonyx jubatus\acinonyx jubatus_20140811-PICT0140.JPG,acinonyx jubatus,129.77503857190342,39.58230655171548,393.537591411924
balanced_dataset\acinonyx jubatus\acinonyx jubatus_20140811-PICT0141.JPG,acinonyx jubatus,129.94543977977222,39.53365901322907,393.3369887778907
balanced_dataset\acinonyx jubatus\acinonyx jubatus_20140811-PICT0142.JPG,acinonyx jubatus,90.49430094494906,40.87588916404446,149.95779916117752
balanced_dataset\acinonyx jubatus\acinonyx jubatus_20140811-PICT0143.JPG,acinonyx jubatus,90.44553689786781,40.89017848788037,149.86944322578066
balanced_dataset\acinonyx jubatus\acinonyx jubatus_20140811-PICT0144.JPG,acinonyx jubatus,90.32976311695022,40.92670074795104,148.0662043196609
balanced_dataset\acinonyx jubatus\acinonyx jubatus_20140811-PICT0145.JPG,acinonyx jubatus,72.46911206527137,42.940019220657625,151.24363283651658
balanced_dataset\acinonyx jubatus\acinonyx jubatus_20140811-PICT0146.JPG,acinonyx jubatus,72.22061301542676,42.95678926310394,154.12118108245141
balanced_dataset\acinonyx jubatus\acinonyx jubatus_20140811-PICT0148.JPG,acinonyx jubatus,70.06985043813278,43.19345967967284,157.05143545460618
balanced_dataset\acinonyx jubatus\acinonyx jubatus_20140811-PICT0149.JPG,acinonyx jubatus,70.0978128153835,43.16794660850971,157.64709767605925
balanced_dataset\acinonyx jubatus\acinonyx jubatus_20140811-PICT0150.JPG,acinonyx jubatus,70.08902350257914,43.22486553741837,153.99550727024388
balanced_dataset\acinonyx jubatus\acinonyx jubatus_20140812-PICT0139.JPG,acinonyx jubatus,54.327779454817055,55.171826660770385,357.634237473053
balanced_dataset\acinonyx jubatus\acinonyx jubatus_20140812-PICT0140.JPG,acinonyx jubatus,54.420618972670766,55.16008114733326,357.50638424870874
balanced_dataset\acinonyx jubatus\acinonyx jubatus_20140812-PICT0141.JPG,acinonyx jubatus,54.42947787009003,55.201917725011725,355.2533177273396
balanced_dataset\acinonyx jubatus\acinonyx jubatus_20140812-PICT0142.JPG,acinonyx jubatus,57.46195386089485,54.17368793311035,376.21171658332054
balanced_dataset\acinonyx jubatus\acinonyx jubatus_20140812-PICT0143.JPG,acinonyx jubatus,57.60639062099513,54.187903132768206,375.9452659747582
balanced_dataset\acinonyx jubatus\acinonyx jubatus_20140812-PICT0144.JPG,acinonyx jubatus,57.73451767349096,54.20773876239622,373.5478984203241
balanced_dataset\acinonyx jubatus\acinonyx jubatus_20140831-PICT0067.JPG,acinonyx jubatus,119.34737165393118,46.47683648121533,331.1733417255069
balanced_dataset\acinonyx jubatus\acinonyx jubatus_20140831-PICT0068.JPG,acinonyx jubatus,119.6441785711425,46.3523882685389,332.8961693448068
balanced_dataset\acinonyx jubatus\acinonyx jubatus_20140831-PICT0069.JPG,acinonyx jubatus,117.0212414546088,45.160534423869635,337.2336268052265
balanced_dataset\acinonyx jubatus\acinonyx jubatus_20140908-PICT0124.JPG,acinonyx jubatus,230.1483478910355,33.14564875509353,288.6691105130948
balanced_dataset\acinonyx jubatus\acinonyx jubatus_20140908-PICT0125.JPG,acinonyx jubatus,231.01568332091824,32.20997476747783,279.30391363936064
balanced_dataset\acinonyx jubatus\acinonyx jubatus_20140908-PICT0127.JPG,acinonyx jubatus,206.844111814967,46.15536212968302,273.3088799248049
balanced_dataset\acinonyx jubatus\acinonyx jubatus_20140908-PICT0128.JPG,acinonyx jubatus,193.62770816813244,54.866310100813514,264.8757348355288
balanced_dataset\acinonyx jubatus\acinonyx jubatus_20140908-PICT0133.JPG,acinonyx jubatus,215.21812674211841,46.79800624761159,225.01781334648678
balanced_dataset\acinonyx jubatus\acinonyx jubatus_20140908-PICT0134.JPG,acinonyx jubatus,217.28090683270858,45.431930367036536,216.0080533698164
balanced_dataset\acinonyx jubatus\acinonyx jubatus_20140908-PICT0135.JPG,acinonyx jubatus,215.9050380262399,47.03100356615439,212.1753980901705
balanced_dataset\acinonyx jubatus\acinonyx jubatus_20140908-PICT0136.JPG,acinonyx jubatus,220.43092162569684,43.59555786249092,223.02095155103763
balanced_dataset\acinonyx jubatus\acinonyx jubatus_20140908-PICT0137.JPG,acinonyx jubatus,219.97655211236864,44.305344532821316,223.23545071406122
balanced_dataset\acinonyx jubatus\acinonyx jubatus_20140908-PICT0138.JPG,acinonyx jubatus,219.6093815079136,45.2119779094795,221.50393550931412
balanced_dataset\acinonyx jubatus\acinonyx jubatus_20140908-PICT0139.JPG,acinonyx jubatus,214.92454349488978,43.020538584440246,265.8481835588446
balanced_dataset\acinonyx jubatus\acinonyx jubatus_20140908-PICT0142.JPG,acinonyx jubatus,226.95940438573305,36.12508210666997,254.69340188441174
balanced_dataset\acinonyx jubatus\acinonyx jubatus_20140908-PICT0143.JPG,acinonyx jubatus,227.70716791618608,35.6092987341166,242.1930312730584
balanced_dataset\acinonyx jubatus\acinonyx jubatus_20140908-PICT0145.JPG,acinonyx jubatus,218.22407322303923,38.175028869864086,286.31897914458267
balanced_dataset\acinonyx jubatus\acinonyx jubatus_20140908-PICT0146.JPG,acinonyx jubatus,218.79635924784537,38.24383717674986,283.81339085833423
balanced_dataset\acinonyx jubatus\acinonyx jubatus_20140908-PICT0147.JPG,acinonyx jubatus,217.6138433084631,38.84691107773156,281.9280063542195
balanced_dataset\acinonyx jubatus\acinonyx jubatus_20150126-RCX_0338.JPG,acinonyx jubatus,95.25012715462002,79.34211282010223,356.23615090775877
balanced_dataset\acinonyx jubatus\acinonyx jubatus_20150126-RCX_0339.JPG,acinonyx jubatus,70.72240131499903,87.68814783342252,274.93021225927396
balanced_dataset\acinonyx jubatus\acinonyx jubatus_20150126-RCX_0340.JPG,acinonyx jubatus,71.12453931480681,87.81233033128014,263.31864057419415
balanced_dataset\acinonyx jubatus\acinonyx jubatus_20150126-RCX_0341.JPG,acinonyx jubatus,79.21716106785851,91.6546874076389,275.64351375320615
balanced_dataset\acinonyx jubatus\acinonyx jubatus_20150126-RCX_0342.JPG,acinonyx jubatus,87.63051921136102,85.95365093067338,306.4034647255193
balanced_dataset\acinonyx jubatus\acinonyx jubatus_20150126-RCX_0343.JPG,acinonyx jubatus,87.1507566951413,86.4104684144078,303.3302261699855
balanced_dataset\acinonyx jubatus\acinonyx jubatus_20150126-RCX_0344.JPG,acinonyx jubatus,70.42141894543765,81.09417861656976,315.10765677980413
balanced_dataset\acinonyx jubatus\acinonyx jubatus_20150126-RCX_0345.JPG,acinonyx jubatus,112.11468545751634,69.29474091523606,352.51699766792007
balanced_dataset\acinonyx jubatus\acinonyx jubatus_20150126-RCX_0346.JPG,acinonyx jubatus,111.27478563933744,69.63627229963974,346.0851874622174
balanced_dataset\acinonyx jubatus\acinonyx jubatus_20150126-RCX_0347.JPG,acinonyx jubatus,116.78977411532424,79.19174458729861,346.5557006056303
balanced_dataset\acinonyx jubatus\acinonyx jubatus_20150126-RCX_0348.JPG,acinonyx jubatus,105.60543208040978,71.10643706669916,393.86688087688213
balanced_dataset\acinonyx jubatus\acinonyx jubatus_20150126-RCX_0349.JPG,acinonyx jubatus,113.04557804790626,68.37436593933745,389.9283672691089
balanced_dataset\acinonyx jubatus\acinonyx jubatus_20150126-RCX_0350.JPG,acinonyx jubatus,111.65200659001346,68.20818679709065,359.2843070866151
balanced_dataset\acinonyx jubatus\acinonyx jubatus_20150126-RCX_0351.JPG,acinonyx jubatus,103.29851536968954,82.26348248285879,325.08615613770917
balanced_dataset\acinonyx jubatus\acinonyx jubatus_20150126-RCX_0352.JPG,acinonyx jubatus,33.226032355344095,68.71160331499736,228.91504081445805
balanced_dataset\acinonyx jubatus\acinonyx jubatus_20150126-RCX_0353.JPG,acinonyx jubatus,109.45327292988274,87.42764185478903,326.1852814046985
balanced_dataset\acinonyx jubatus\acinonyx jubatus_20150126-RCX_0354.JPG,acinonyx jubatus,107.3517534822344,76.5820460446319,368.72917428906726
balanced_dataset\acinonyx jubatus\acinonyx jubatus_20150126-RCX_0355.JPG,acinonyx jubatus,126.64958139097142,65.2556441931995,375.6431042569348
balanced_dataset\acinonyx jubatus\acinonyx jubatus_20150126-RCX_0356.JPG,acinonyx jubatus,128.97143138556484,75.93351772454893,339.88295879985816
balanced_dataset\acinonyx jubatus\acinonyx jubatus_20150203-RCX_0336.JPG,acinonyx jubatus,17.20868813977797,15.72415975880307,237.46307391753257
balanced_dataset\acinonyx jubatus\acinonyx jubatus_20150203-RCX_0337.JPG,acinonyx jubatus,17.509685527601565,15.782424435702103,231.883692604722
balanced_dataset\acinonyx jubatus\acinonyx jubatus_20150203-RCX_0338.JPG,acinonyx jubatus,17.594732319500512,15.834713236510348,235.3307593524436
balanced_dataset\acinonyx jubatus\acinonyx jubatus_20150203-RCX_0339.JPG,acinonyx jubatus,17.704981257208765,15.868498024399862,233.51856000218856
balanced_dataset\acinonyx jubatus\acinonyx jubatus_20150203-RCX_0340.JPG,acinonyx jubatus,17.83346098856209,15.900865398101486,231.88981525057923
balanced_dataset\acinonyx jubatus\acinonyx jubatus_20150213-PICT0065.JPG,acinonyx jubatus,171.33070326016437,73.57671324555247,125.7098062287928
balanced_dataset\acinonyx jubatus\acinonyx jubatus_20150213-PICT0066.JPG,acinonyx jubatus,145.82512034634115,83.18909477624457,140.08050026139048
balanced_dataset\acinonyx jubatus\acinonyx jubatus_20150222-PICT0022.JPG,acinonyx jubatus,103.40428073036813,79.52589725590781,151.5463698853999
balanced_dataset\acinonyx jubatus\acinonyx jubatus_20150622-PICT0007.JPG,acinonyx jubatus,89.01371256510417,58.05036164243703,99.96164778521067
balanced_dataset\acinonyx jubatus\acinonyx jubatus_20150622-PICT0008.JPG,acinonyx jubatus,90.46089285391348,59.867839039968146,99.19376815413713
balanced_dataset\acinonyx jubatus\acinonyx jubatus_20150622-PICT0009.JPG,acinonyx jubatus,89.45583993417246,58.48901897291205,87.16166653382925
balanced_dataset\acinonyx jubatus\acinonyx jubatus_20150622-PICT0010.JPG,acinonyx jubatus,81.87392142966941,51.419079069504946,57.782113355019
balanced_dataset\acinonyx jubatus\acinonyx jubatus_20150622-PICT0011.JPG,acinonyx jubatus,81.11391321818034,50.800521684760696,56.81999552929429
balanced_dataset\acinonyx jubatus\acinonyx jubatus_20150622-PICT0012.JPG,acinonyx jubatus,89.34631305270725,58.263899882530545,80.19841495943307
balanced_dataset\acinonyx jubatus\acinonyx jubatus_20150622-PICT0013.JPG,acinonyx jubatus,98.50536092122395,59.92369915338338,176.067770656055
balanced_dataset\acinonyx jubatus\acinonyx jubatus_20150622-PICT0014.JPG,acinonyx jubatus,95.97705318309643,57.51334286995475,128.90128380761192
balanced_dataset\acinonyx jubatus\acinonyx jubatus_20150622-PICT0015.JPG,acinonyx jubatus,97.15618175930447,58.53964244367759,175.53968172734147
balanced_dataset\acinonyx jubatus\acinonyx jubatus_20150622-PICT0016.JPG,acinonyx jubatus,106.132874806722,57.51539246057969,268.5027456627728
balanced_dataset\acinonyx jubatus\acinonyx jubatus_20150622-PICT0017.JPG,acinonyx jubatus,106.78153143988715,57.51604543577749,215.1963956759793
balanced_dataset\acinonyx jubatus\acinonyx jubatus_20150622-PICT0018.JPG,acinonyx jubatus,104.59027947319879,56.43012318669921,212.63009761451474
balanced_dataset\acinonyx jubatus\acinonyx jubatus_20150622-PICT0019.JPG,acinonyx jubatus,87.78462544193974,32.548540060348216,29.724856393150656
balanced_dataset\acinonyx jubatus\acinonyx jubatus_20150622-PICT0020.JPG,acinonyx jubatus,85.55558126944082,31.827542376740805,29.643684739077155
balanced_dataset\acinonyx jubatus\acinonyx jubatus_20150622-PICT0021.JPG,acinonyx jubatus,89.32089939823857,33.02732991639002,30.283460452252942
balanced_dataset\acinonyx jubatus\acinonyx jubatus_20150622-PICT0022.JPG,acinonyx jubatus,94.29304306595414,31.358509004404304,30.564432861421214
balanced_dataset\acinonyx jubatus\acinonyx jubatus_20150622-PICT0023.JPG,acinonyx jubatus,92.35961320665147,30.74073929522567,30.701554280099206
balanced_dataset\acinonyx jubatus\acinonyx jubatus_20150622-PICT0024.JPG,acinonyx jubatus,92.55104305126049,30.29932241014309,30.99965931951984
balanced_dataset\acinonyx jubatus\acinonyx jubatus_20150622-PICT0025.JPG,acinonyx jubatus,90.64400241993091,21.198689977760342,34.656351504528175
balanced_dataset\acinonyx jubatus\acinonyx jubatus_20150622-PICT0026.JPG,acinonyx jubatus,89.5497967755353,21.280527580142312,35.14692630561732
balanced_dataset\acinonyx jubatus\acinonyx jubatus_20150622-PICT0027.JPG,acinonyx jubatus,89.65565391823098,21.455551121568103,35.42104078246275
balanced_dataset\acinonyx jubatus\acinonyx jubatus_20150622-PICT0028.JPG,acinonyx jubatus,88.31310032032154,21.494456766274297,38.17113610789061
balanced_dataset\acinonyx jubatus\acinonyx jubatus_20150622-PICT0029.JPG,acinonyx jubatus,88.51412723682544,21.69529802785529,38.48468220576538
balanced_dataset\acinonyx jubatus\acinonyx jubatus_20150622-PICT0030.JPG,acinonyx jubatus,88.77238704540112,22.10969306174605,39.18509404860221
balanced_dataset\acinonyx jubatus\acinonyx jubatus_20150622-PICT0031.JPG,acinonyx jubatus,83.9870526349103,29.708459901124755,45.303851646559984
balanced_dataset\acinonyx jubatus\acinonyx jubatus_20150622-PICT0032.JPG,acinonyx jubatus,88.0463365625452,26.710328587434457,50.53974391587349
balanced_dataset\acinonyx jubatus\acinonyx jubatus_20150622-PICT0033.JPG,acinonyx jubatus,87.82513498376917,27.036282912875798,50.799364671598084
balanced_dataset\acinonyx jubatus\acinonyx jubatus_20150622-PICT0034.JPG,acinonyx jubatus,76.62661460593894,49.631715289818125,92.03172994218812
balanced_dataset\acinonyx jubatus\acinonyx jubatus_20150622-PICT0035.JPG,acinonyx jubatus,75.8671848155834,49.61998528340788,92.41261850579629
balanced_dataset\acinonyx jubatus\acinonyx jubatus_20150622-PICT0036.JPG,acinonyx jubatus,76.8003648828577,50.28977361633679,95.3297596349296
balanced_dataset\acinonyx jubatus\acinonyx jubatus_20150622-PICT0037.JPG,acinonyx jubatus,79.4326469986527,59.681711524399,144.50978165011432
balanced_dataset\acinonyx jubatus\acinonyx jubatus_20150622-PICT0038.JPG,acinonyx jubatus,75.50119484795465,55.99940710648926,119.09506445444846
balanced_dataset\acinonyx jubatus\acinonyx jubatus_20150622-PICT0039.JPG,acinonyx jubatus,75.84413712112992,56.49385544913516,124.83423225800033
balanced_dataset\acinonyx jubatus\acinonyx jubatus_20150622-PICT0040.JPG,acinonyx jubatus,75.56949968691225,61.5168012940857,157.7654719579624
balanced_dataset\acinonyx jubatus\acinonyx jubatus_20150622-PICT0041.JPG,acinonyx jubatus,74.49947668004918,60.76268010260068,156.2008632641959
balanced_dataset\acinonyx jubatus\acinonyx jubatus_20150622-PICT0042.JPG,acinonyx jubatus,75.94135566993997,61.26812639701946,150.79358742052813
balanced_dataset\acinonyx jubatus\acinonyx jubatus_20150622-PICT0043.JPG,acinonyx jubatus,72.45194611725984,64.1548828335132,158.37151834626272
balanced_dataset\acinonyx jubatus\acinonyx jubatus_20150622-PICT0044.JPG,acinonyx jubatus,75.90801719382956,67.18997429879919,177.44240470690173
balanced_dataset\acinonyx jubatus\acinonyx jubatus_20150622-PICT0045.JPG,acinonyx jubatus,73.52967198689778,64.47199154641885,159.97751973326902
balanced_dataset\acinonyx jubatus\acinonyx jubatus_20150622-PICT0046.JPG,acinonyx jubatus,67.77525131790726,63.6910548630311,119.1564275895849
balanced_dataset\acinonyx jubatus\acinonyx jubatus_20150622-PICT0047.JPG,acinonyx jubatus,68.96127658420139,61.4107854465821,128.2110994054719
balanced_dataset\acinonyx jubatus\acinonyx jubatus_20150622-PICT0048.JPG,acinonyx jubatus,73.09481472439236,66.14494170245393,169.31398869938135
balanced_dataset\acinonyx jubatus\acinonyx jubatus_20150622-PICT0049.JPG,acinonyx jubatus,72.41404060081199,67.44372994222958,170.7685501420479
balanced_dataset\acinonyx jubatus\acinonyx jubatus_20150622-PICT0050.JPG,acinonyx jubatus,111.09021561234086,91.20352436993326,115.41521052189157
balanced_dataset\acinonyx jubatus\acinonyx jubatus_20150622-PICT0051.JPG,acinonyx jubatus,109.99702128657589,90.98313046003555,115.23485336296777
balanced_dataset\acinonyx jubatus\acinonyx jubatus_20150622-PICT0058.JPG,acinonyx jubatus,68.10050611142759,64.66796192242657,140.0822426453085
balanced_dataset\acinonyx jubatus\acinonyx jubatus_20150622-PICT0059.JPG,acinonyx jubatus,70.0767155400029,66.12444650061606,158.01010277120463
balanced_dataset\acinonyx jubatus\acinonyx jubatus_20150622-PICT0061.JPG,acinonyx jubatus,105.33100241201895,91.24933422680763,121.07472099758515
balanced_dataset\acinonyx jubatus\acinonyx jubatus_20150622-PICT0062.JPG,acinonyx jubatus,102.65019014146593,91.09625739527338,121.3572152635613
balanced_dataset\acinonyx jubatus\acinonyx jubatus_20150622-PICT0064.JPG,acinonyx jubatus,107.80414425885236,91.02266866217113,119.96748016378
balanced_dataset\acinonyx jubatus\acinonyx jubatus_20150622-PICT0065.JPG,acinonyx jubatus,106.57339745980723,91.16535112677664,121.77453060597361
balanced_dataset\acinonyx jubatus\acinonyx jubatus_20150622-PICT0066.JPG,acinonyx jubatus,104.2147252118146,91.09706436110334,121.7800861662663
balanced_dataset\acinonyx jubatus\acinonyx jubatus_20150622-PICT0067.JPG,acinonyx jubatus,112.36784164993851,93.3734862883286,119.74228794225957
balanced_dataset\acinonyx jubatus\acinonyx jubatus_20150622-PICT0068.JPG,acinonyx jubatus,109.4394039577908,93.08168140703003,122.68559806407364
balanced_dataset\acinonyx jubatus\acinonyx jubatus_20150622-PICT0069.JPG,acinonyx jubatus,108.31319568775318,92.74422808410341,123.62748970314595
balanced_dataset\acinonyx jubatus\acinonyx jubatus_20150622-PICT0071.JPG,acinonyx jubatus,104.39968434086552,91.83196944437228,120.22446607714397
balanced_dataset\acinonyx jubatus\acinonyx jubatus_20150622-PICT0075.JPG,acinonyx jubatus,99.7138530589916,87.78334712725928,118.76094130219678
balanced_dataset\acinonyx jubatus\acinonyx jubatus_20150622-PICT0076.JPG,acinonyx jubatus,107.59929063585069,89.76513749787554,121.06815738676003
balanced_dataset\acinonyx jubatus\acinonyx jubatus_20150622-PICT0077.JPG,acinonyx jubatus,103.70440264101381,89.61088706567037,121.14031514464706
balanced_dataset\acinonyx jubatus\acinonyx jubatus_20150622-PICT0078.JPG,acinonyx jubatus,104.96531309904876,90.29778124312648,121.47238297491634
balanced_dataset\acinonyx jubatus\acinonyx jubatus_20150622-PICT0079.JPG,acinonyx jubatus,103.46892491093388,89.41792428980726,120.21847055142696
balanced_dataset\acinonyx jubatus\acinonyx jubatus_20150622-PICT0081.JPG,acinonyx jubatus,97.2967414855957,88.314328725571,119.6342427286585
balanced_dataset\acinonyx jubatus\acinonyx jubatus_20150622-PICT0082.JPG,acinonyx jubatus,101.04748605798792,88.95529629797319,120.26652754658049
balanced_dataset\acinonyx jubatus\acinonyx jubatus_20150622-PICT0083.JPG,acinonyx jubatus,99.5339601304796,88.34808143252101,119.49558653275407
balanced_dataset\acinonyx jubatus\acinonyx jubatus_20150622-PICT0084.JPG,acinonyx jubatus,101.26579496595595,89.70126382143981,123.92310035452498
balanced_dataset\acinonyx jubatus\acinonyx jubatus_20150622-PICT0086.JPG,acinonyx jubatus,63.82888751559787,58.80606557887296,103.63677759131669
balanced_dataset\acinonyx jubatus\acinonyx jubatus_20150622-PICT0088.JPG,acinonyx jubatus,100.14618739375362,89.8962638695922,119.48495494354566
balanced_dataset\acinonyx jubatus\acinonyx jubatus_20150622-PICT0092.JPG,acinonyx jubatus,97.0496132462113,88.52288102466636,121.57985235628406
balanced_dataset\acinonyx jubatus\acinonyx jubatus_20150622-PICT0095.JPG,acinonyx jubatus,97.26669594093606,88.756553788399,119.79231748821539
balanced_dataset\acinonyx jubatus\acinonyx jubatus_20150622-PICT0098.JPG,acinonyx jubatus,96.36772113376193,87.95947719878107,122.23821373468967
balanced_dataset\acinonyx jubatus\acinonyx jubatus_20150622-PICT0099.JPG,acinonyx jubatus,95.43869569566515,87.57223005436872,122.05399666491523
