Path,Precision@5,AP,Top-1 Accuracy,Recall@5,Search Time (s),Query Label
../balanced_dataset_split/balanced_dataset_split/test/acinonyx jubatus/acinonyx jubatus_20150126-RCX_0351.JPG,1.0,1.0,1,0.05747126436781609,0.0003447532653808594,acinonyx jubatus
../balanced_dataset_split/balanced_dataset_split/test/acinonyx jubatus/acinonyx jubatus_20150126-RCX_0354.JPG,1.0,1.0,1,0.05747126436781609,0.0003476142883300781,acinonyx jubatus
../balanced_dataset_split/balanced_dataset_split/test/acinonyx jubatus/acinonyx jubatus_20150203-RCX_0339.JPG,1.0,1.0,1,0.05747126436781609,0.00035452842712402344,acinonyx jubatus
../balanced_dataset_split/balanced_dataset_split/test/acinonyx jubatus/acinonyx jubatus_20150213-PICT0066.JPG,0.0,0.0,0,0.0,0.00035071372985839844,acinonyx jubatus
../balanced_dataset_split/balanced_dataset_split/test/acinonyx jubatus/acinonyx jubatus_20150222-PICT0022.JPG,0.2,0.3333333333333333,0,0.011494252873563218,0.00034236907958984375,acinonyx jubatus
../balanced_dataset_split/balanced_dataset_split/test/acinonyx jubatus/acinonyx jubatus_20150622-PICT0007.JPG,1.0,1.0,1,0.05747126436781609,0.0003402233123779297,acinonyx jubatus
../balanced_dataset_split/balanced_dataset_split/test/acinonyx jubatus/acinonyx jubatus_20150622-PICT0009.JPG,1.0,1.0,1,0.05747126436781609,0.000347137451171875,acinonyx jubatus
../balanced_dataset_split/balanced_dataset_split/test/acinonyx jubatus/acinonyx jubatus_20150622-PICT0011.JPG,1.0,1.0,1,0.05747126436781609,0.00034689903259277344,acinonyx jubatus
../balanced_dataset_split/balanced_dataset_split/test/acinonyx jubatus/acinonyx jubatus_20150622-PICT0014.JPG,1.0,1.0,1,0.05747126436781609,0.0003478527069091797,acinonyx jubatus
../balanced_dataset_split/balanced_dataset_split/test/acinonyx jubatus/acinonyx jubatus_20150622-PICT0020.JPG,1.0,1.0,1,0.05747126436781609,0.00034308433532714844,acinonyx jubatus
../balanced_dataset_split/balanced_dataset_split/test/acinonyx jubatus/acinonyx jubatus_20150622-PICT0030.JPG,1.0,1.0,1,0.05747126436781609,0.0003440380096435547,acinonyx jubatus
../balanced_dataset_split/balanced_dataset_split/test/acinonyx jubatus/acinonyx jubatus_20150622-PICT0031.JPG,1.0,1.0,1,0.05747126436781609,0.000339508056640625,acinonyx jubatus
../balanced_dataset_split/balanced_dataset_split/test/acinonyx jubatus/acinonyx jubatus_20150622-PICT0035.JPG,1.0,1.0,1,0.05747126436781609,0.0003521442413330078,acinonyx jubatus
../balanced_dataset_split/balanced_dataset_split/test/acinonyx jubatus/acinonyx jubatus_20150622-PICT0037.JPG,0.0,0.0,0,0.0,0.0003457069396972656,acinonyx jubatus
../balanced_dataset_split/balanced_dataset_split/test/acinonyx jubatus/acinonyx jubatus_20150622-PICT0043.JPG,1.0,1.0,1,0.05747126436781609,0.0003457069396972656,acinonyx jubatus
../balanced_dataset_split/balanced_dataset_split/test/acinonyx jubatus/acinonyx jubatus_20150622-PICT0045.JPG,1.0,1.0,1,0.05747126436781609,0.0003452301025390625,acinonyx jubatus
../balanced_dataset_split/balanced_dataset_split/test/acinonyx jubatus/acinonyx jubatus_20150622-PICT0079.JPG,1.0,1.0,1,0.05747126436781609,0.0003421306610107422,acinonyx jubatus
../balanced_dataset_split/balanced_dataset_split/test/acinonyx jubatus/acinonyx jubatus_20150622-PICT0082.JPG,1.0,1.0,1,0.05747126436781609,0.0003464221954345703,acinonyx jubatus
../balanced_dataset_split/balanced_dataset_split/test/acinonyx jubatus/acinonyx jubatus_20150622-PICT0084.JPG,1.0,1.0,1,0.05747126436781609,0.00033664703369140625,acinonyx jubatus
../balanced_dataset_split/balanced_dataset_split/test/acinonyx jubatus/acinonyx jubatus_20150622-PICT0098.JPG,1.0,1.0,1,0.05747126436781609,0.0003414154052734375,acinonyx jubatus
../balanced_dataset_split/balanced_dataset_split/test/acinonyx jubatus/acinonyx jubatus_20150622-PICT0100.JPG,1.0,1.0,1,0.05747126436781609,0.00034618377685546875,acinonyx jubatus
../balanced_dataset_split/balanced_dataset_split/test/acinonyx jubatus/acinonyx jubatus_20150622-PICT0102.JPG,1.0,1.0,1,0.05747126436781609,0.0003466606140136719,acinonyx jubatus
../balanced_dataset_split/balanced_dataset_split/test/acinonyx jubatus/acinonyx jubatus_20150622-PICT0103.JPG,1.0,1.0,1,0.05747126436781609,0.0003514289855957031,acinonyx jubatus
../balanced_dataset_split/balanced_dataset_split/test/acinonyx jubatus/acinonyx jubatus_20150623-PICT0106.JPG,1.0,1.0,1,0.05747126436781609,0.00035262107849121094,acinonyx jubatus
../balanced_dataset_split/balanced_dataset_split/test/acinonyx jubatus/acinonyx jubatus_20150623-PICT0110.JPG,1.0,1.0,1,0.05747126436781609,0.00034046173095703125,acinonyx jubatus
../balanced_dataset_split/balanced_dataset_split/test/acinonyx jubatus/acinonyx jubatus_20150623-PICT0111.JPG,1.0,1.0,1,0.05747126436781609,0.0003421306610107422,acinonyx jubatus
../balanced_dataset_split/balanced_dataset_split/test/acinonyx jubatus/acinonyx jubatus_20170218-PICT0007.JPG,1.0,1.0,1,0.05747126436781609,0.00034308433532714844,acinonyx jubatus
../balanced_dataset_split/balanced_dataset_split/test/acinonyx jubatus/acinonyx jubatus_20170218-PICT0011.JPG,0.4,1.0,1,0.022988505747126436,0.0003447532653808594,acinonyx jubatus
../balanced_dataset_split/balanced_dataset_split/test/acinonyx jubatus/acinonyx jubatus_20170218-PICT0041.JPG,1.0,1.0,1,0.05747126436781609,0.0003421306610107422,acinonyx jubatus
../balanced_dataset_split/balanced_dataset_split/test/acinonyx jubatus/acinonyx jubatus_20170218-PICT0044.JPG,1.0,1.0,1,0.05747126436781609,0.00034356117248535156,acinonyx jubatus
../balanced_dataset_split/balanced_dataset_split/test/acinonyx jubatus/acinonyx jubatus_20170218-PICT0047.JPG,1.0,1.0,1,0.05747126436781609,0.0003421306610107422,acinonyx jubatus
../balanced_dataset_split/balanced_dataset_split/test/acinonyx jubatus/acinonyx jubatus_MDGC0026.JPG,1.0,1.0,1,0.05747126436781609,0.00034117698669433594,acinonyx jubatus
../balanced_dataset_split/balanced_dataset_split/test/acinonyx jubatus/acinonyx jubatus_PICT0026.JPG,1.0,1.0,1,0.05747126436781609,0.0003535747528076172,acinonyx jubatus
../balanced_dataset_split/balanced_dataset_split/test/acinonyx jubatus/acinonyx jubatus_PICT0031.JPG,1.0,1.0,1,0.05747126436781609,0.00034809112548828125,acinonyx jubatus
../balanced_dataset_split/balanced_dataset_split/test/acinonyx jubatus/acinonyx jubatus_PICT0034.JPG,1.0,1.0,1,0.05747126436781609,0.00034308433532714844,acinonyx jubatus
../balanced_dataset_split/balanced_dataset_split/test/acinonyx jubatus/acinonyx jubatus_PICT0051.JPG,1.0,1.0,1,0.05747126436781609,0.0003407001495361328,acinonyx jubatus
../balanced_dataset_split/balanced_dataset_split/test/acinonyx jubatus/acinonyx jubatus_PICT0064-2.JPG,1.0,1.0,1,0.05747126436781609,0.0003426074981689453,acinonyx jubatus
../balanced_dataset_split/balanced_dataset_split/test/acinonyx jubatus/acinonyx jubatus_PICT0068.JPG,1.0,1.0,1,0.05747126436781609,0.0003409385681152344,acinonyx jubatus
../balanced_dataset_split/balanced_dataset_split/test/acinonyx jubatus/acinonyx jubatus_PICT0069.JPG,0.8,0.95,1,0.04597701149425287,0.0003459453582763672,acinonyx jubatus
../balanced_dataset_split/balanced_dataset_split/test/acinonyx jubatus/acinonyx jubatus_PICT0106.JPG,1.0,1.0,1,0.05747126436781609,0.0003428459167480469,acinonyx jubatus
../balanced_dataset_split/balanced_dataset_split/test/acinonyx jubatus/acinonyx jubatus_PICT0107.JPG,1.0,1.0,1,0.05747126436781609,0.0003437995910644531,acinonyx jubatus
../balanced_dataset_split/balanced_dataset_split/test/acinonyx jubatus/acinonyx jubatus_PICT0114.JPG,1.0,1.0,1,0.05747126436781609,0.0003409385681152344,acinonyx jubatus
../balanced_dataset_split/balanced_dataset_split/test/acinonyx jubatus/acinonyx jubatus_PICT0119.JPG,1.0,1.0,1,0.05747126436781609,0.0003514289855957031,acinonyx jubatus
../balanced_dataset_split/balanced_dataset_split/test/acinonyx jubatus/acinonyx jubatus_PICT0143.JPG,1.0,1.0,1,0.05747126436781609,0.0003516674041748047,acinonyx jubatus
../balanced_dataset_split/balanced_dataset_split/test/acinonyx jubatus/acinonyx jubatus_PICT0147.JPG,1.0,1.0,1,0.05747126436781609,0.0003466606140136719,acinonyx jubatus
../balanced_dataset_split/balanced_dataset_split/test/acinonyx jubatus/acinonyx jubatus_PICT0154.JPG,1.0,1.0,1,0.05747126436781609,0.00035381317138671875,acinonyx jubatus
../balanced_dataset_split/balanced_dataset_split/test/acinonyx jubatus/acinonyx jubatus_PICT0163.JPG,1.0,1.0,1,0.05747126436781609,0.00034546852111816406,acinonyx jubatus
../balanced_dataset_split/balanced_dataset_split/test/acinonyx jubatus/acinonyx jubatus_PICT0172.JPG,0.8,0.8041666666666667,1,0.04597701149425287,0.0003402233123779297,acinonyx jubatus
../balanced_dataset_split/balanced_dataset_split/test/acinonyx jubatus/acinonyx jubatus_PICT0175.JPG,1.0,1.0,1,0.05747126436781609,0.0003383159637451172,acinonyx jubatus
../balanced_dataset_split/balanced_dataset_split/test/acinonyx jubatus/acinonyx jubatus_PICT0186.JPG,1.0,1.0,1,0.05747126436781609,0.0003407001495361328,acinonyx jubatus
../balanced_dataset_split/balanced_dataset_split/test/acinonyx jubatus/acinonyx jubatus_PICT0190.JPG,1.0,1.0,1,0.05747126436781609,0.0003418922424316406,acinonyx jubatus
../balanced_dataset_split/balanced_dataset_split/test/acinonyx jubatus/acinonyx jubatus_PICT0191.JPG,1.0,1.0,1,0.05747126436781609,0.0003421306610107422,acinonyx jubatus
../balanced_dataset_split/balanced_dataset_split/test/acinonyx jubatus/acinonyx jubatus_PICT0197.JPG,1.0,1.0,1,0.05747126436781609,0.0003457069396972656,acinonyx jubatus
../balanced_dataset_split/balanced_dataset_split/test/acinonyx jubatus/acinonyx jubatus_PICT0225.JPG,0.6,0.4777777777777777,0,0.034482758620689655,0.00034737586975097656,acinonyx jubatus
../balanced_dataset_split/balanced_dataset_split/test/acinonyx jubatus/acinonyx jubatus_PICT0247.JPG,1.0,1.0,1,0.05747126436781609,0.000347137451171875,acinonyx jubatus
../balanced_dataset_split/balanced_dataset_split/test/acinonyx jubatus/acinonyx jubatus_PICT0249.JPG,1.0,1.0,1,0.05747126436781609,0.0003457069396972656,acinonyx jubatus
../balanced_dataset_split/balanced_dataset_split/test/acinonyx jubatus/acinonyx jubatus_PICT0258.JPG,0.8,0.8875,1,0.04597701149425287,0.00034165382385253906,acinonyx jubatus
../balanced_dataset_split/balanced_dataset_split/test/acinonyx jubatus/acinonyx jubatus_PICT0301.JPG,0.0,0.0,0,0.0,0.0003428459167480469,acinonyx jubatus
../balanced_dataset_split/balanced_dataset_split/test/acinonyx jubatus/acinonyx jubatus_PICT0334.JPG,1.0,1.0,1,0.05747126436781609,0.0003421306610107422,acinonyx jubatus
../balanced_dataset_split/balanced_dataset_split/test/acinonyx jubatus/acinonyx jubatus_PICT0373.JPG,1.0,1.0,1,0.05747126436781609,0.00034046173095703125,acinonyx jubatus
../balanced_dataset_split/balanced_dataset_split/test/acinonyx jubatus/acinonyx jubatus_PICT0452.JPG,1.0,1.0,1,0.05747126436781609,0.0003418922424316406,acinonyx jubatus
../balanced_dataset_split/balanced_dataset_split/test/acinonyx jubatus/acinonyx jubatus_SUNP0751.JPG,0.6,0.9166666666666666,1,0.034482758620689655,0.0003387928009033203,acinonyx jubatus
../balanced_dataset_split/balanced_dataset_split/test/acinonyx jubatus/acinonyx jubatus_SUNP1519.JPG,0.4,1.0,1,0.022988505747126436,0.0003437995910644531,acinonyx jubatus
../balanced_dataset_split/balanced_dataset_split/test/acinonyx jubatus/acinonyx jubatus_SUNP1612.JPG,1.0,1.0,1,0.05747126436781609,0.00035071372985839844,acinonyx jubatus
../balanced_dataset_split/balanced_dataset_split/test/acinonyx jubatus/acinonyx jubatus_SUNP1615.JPG,1.0,1.0,1,0.05747126436781609,0.0003399848937988281,acinonyx jubatus
../balanced_dataset_split/balanced_dataset_split/test/acinonyx jubatus/acinonyx jubatus_SUNP1860.JPG,0.8,1.0,1,0.04597701149425287,0.0003459453582763672,acinonyx jubatus
../balanced_dataset_split/balanced_dataset_split/test/acinonyx jubatus/acinonyx jubatus_SUNP2007.JPG,0.6,0.9166666666666666,1,0.034482758620689655,0.0003445148468017578,acinonyx jubatus
../balanced_dataset_split/balanced_dataset_split/test/acinonyx jubatus/acinonyx jubatus_SUNP3110.JPG,1.0,1.0,1,0.05747126436781609,0.0003418922424316406,acinonyx jubatus
../balanced_dataset_split/balanced_dataset_split/test/antidorcas marsupialis/antidorcas marsupialis_20110119-PICT2808.JPG,1.0,1.0,1,0.050505050505050504,0.00033974647521972656,antidorcas marsupialis
../balanced_dataset_split/balanced_dataset_split/test/antidorcas marsupialis/antidorcas marsupialis_20110120-PICT3023.JPG,1.0,1.0,1,0.050505050505050504,0.0003402233123779297,antidorcas marsupialis
../balanced_dataset_split/balanced_dataset_split/test/antidorcas marsupialis/antidorcas marsupialis_20110122-PICT3135.JPG,1.0,1.0,1,0.050505050505050504,0.00034236907958984375,antidorcas marsupialis
../balanced_dataset_split/balanced_dataset_split/test/antidorcas marsupialis/antidorcas marsupialis_20110123-PICT3173.JPG,0.2,0.25,0,0.010101010101010102,0.0003428459167480469,antidorcas marsupialis
../balanced_dataset_split/balanced_dataset_split/test/antidorcas marsupialis/antidorcas marsupialis_20110129-PICT3917.JPG,1.0,1.0,1,0.050505050505050504,0.0003407001495361328,antidorcas marsupialis
../balanced_dataset_split/balanced_dataset_split/test/antidorcas marsupialis/antidorcas marsupialis_20110131-PICT4184.JPG,1.0,1.0,1,0.050505050505050504,0.00036215782165527344,antidorcas marsupialis
../balanced_dataset_split/balanced_dataset_split/test/antidorcas marsupialis/antidorcas marsupialis_20110201-PICT4356.JPG,1.0,1.0,1,0.050505050505050504,0.0003466606140136719,antidorcas marsupialis
../balanced_dataset_split/balanced_dataset_split/test/antidorcas marsupialis/antidorcas marsupialis_20110201-PICT4473.JPG,1.0,1.0,1,0.050505050505050504,0.0003437995910644531,antidorcas marsupialis
../balanced_dataset_split/balanced_dataset_split/test/antidorcas marsupialis/antidorcas marsupialis_20110204-PICT4839.JPG,1.0,1.0,1,0.050505050505050504,0.00034546852111816406,antidorcas marsupialis
../balanced_dataset_split/balanced_dataset_split/test/antidorcas marsupialis/antidorcas marsupialis_20110208-PICT5160.JPG,1.0,1.0,1,0.050505050505050504,0.00034499168395996094,antidorcas marsupialis
../balanced_dataset_split/balanced_dataset_split/test/antidorcas marsupialis/antidorcas marsupialis_20110210-PICT5626.JPG,1.0,1.0,1,0.050505050505050504,0.0003418922424316406,antidorcas marsupialis
../balanced_dataset_split/balanced_dataset_split/test/antidorcas marsupialis/antidorcas marsupialis_20110210-PICT5720.JPG,1.0,1.0,1,0.050505050505050504,0.0003407001495361328,antidorcas marsupialis
../balanced_dataset_split/balanced_dataset_split/test/antidorcas marsupialis/antidorcas marsupialis_20110210-PICT5721.JPG,1.0,1.0,1,0.050505050505050504,0.0003402233123779297,antidorcas marsupialis
../balanced_dataset_split/balanced_dataset_split/test/antidorcas marsupialis/antidorcas marsupialis_20110214-PICT6183.JPG,1.0,1.0,1,0.050505050505050504,0.00033926963806152344,antidorcas marsupialis
../balanced_dataset_split/balanced_dataset_split/test/antidorcas marsupialis/antidorcas marsupialis_20110218-PICT6382.JPG,1.0,1.0,1,0.050505050505050504,0.00034308433532714844,antidorcas marsupialis
../balanced_dataset_split/balanced_dataset_split/test/antidorcas marsupialis/antidorcas marsupialis_20110220-PICT6489.JPG,1.0,1.0,1,0.050505050505050504,0.000354766845703125,antidorcas marsupialis
../balanced_dataset_split/balanced_dataset_split/test/antidorcas marsupialis/antidorcas marsupialis_20110302-PICT6738.JPG,1.0,1.0,1,0.050505050505050504,0.0003414154052734375,antidorcas marsupialis
../balanced_dataset_split/balanced_dataset_split/test/antidorcas marsupialis/antidorcas marsupialis_20110304-PICT6815.JPG,1.0,1.0,1,0.050505050505050504,0.0003409385681152344,antidorcas marsupialis
../balanced_dataset_split/balanced_dataset_split/test/antidorcas marsupialis/antidorcas marsupialis_20110306-PICT6923.JPG,1.0,1.0,1,0.050505050505050504,0.0003437995910644531,antidorcas marsupialis
../balanced_dataset_split/balanced_dataset_split/test/antidorcas marsupialis/antidorcas marsupialis_20131120-PICT0371.JPG,0.6,0.9166666666666666,1,0.030303030303030304,0.0003418922424316406,antidorcas marsupialis
../balanced_dataset_split/balanced_dataset_split/test/antidorcas marsupialis/antidorcas marsupialis_20140118-PICT0272.JPG,1.0,1.0,1,0.050505050505050504,0.0003402233123779297,antidorcas marsupialis
../balanced_dataset_split/balanced_dataset_split/test/antidorcas marsupialis/antidorcas marsupialis_20140315-PICT0789.JPG,1.0,1.0,1,0.050505050505050504,0.000339508056640625,antidorcas marsupialis
../balanced_dataset_split/balanced_dataset_split/test/antidorcas marsupialis/antidorcas marsupialis_20140317-PICT3028.JPG,1.0,1.0,1,0.050505050505050504,0.0003452301025390625,antidorcas marsupialis
../balanced_dataset_split/balanced_dataset_split/test/antidorcas marsupialis/antidorcas marsupialis_20140319-PICT3388.JPG,1.0,1.0,1,0.050505050505050504,0.0003383159637451172,antidorcas marsupialis
../balanced_dataset_split/balanced_dataset_split/test/antidorcas marsupialis/antidorcas marsupialis_20140410-PICT9427.JPG,1.0,1.0,1,0.050505050505050504,0.0003418922424316406,antidorcas marsupialis
../balanced_dataset_split/balanced_dataset_split/test/antidorcas marsupialis/antidorcas marsupialis_20140525-PICT0025.JPG,1.0,1.0,1,0.050505050505050504,0.00035500526428222656,antidorcas marsupialis
../balanced_dataset_split/balanced_dataset_split/test/antidorcas marsupialis/antidorcas marsupialis_20140525-PICT0032.JPG,1.0,1.0,1,0.050505050505050504,0.0003490447998046875,antidorcas marsupialis
../balanced_dataset_split/balanced_dataset_split/test/antidorcas marsupialis/antidorcas marsupialis_20140607-PICT0427.JPG,1.0,1.0,1,0.050505050505050504,0.00034165382385253906,antidorcas marsupialis
../balanced_dataset_split/balanced_dataset_split/test/antidorcas marsupialis/antidorcas marsupialis_20140808-PICT0634.JPG,1.0,1.0,1,0.050505050505050504,0.00033926963806152344,antidorcas marsupialis
../balanced_dataset_split/balanced_dataset_split/test/antidorcas marsupialis/antidorcas marsupialis_20140809-PICT0986.JPG,0.2,1.0,1,0.010101010101010102,0.0003402233123779297,antidorcas marsupialis
../balanced_dataset_split/balanced_dataset_split/test/antidorcas marsupialis/antidorcas marsupialis_20140809-PICT1220.JPG,1.0,1.0,1,0.050505050505050504,0.00034308433532714844,antidorcas marsupialis
../balanced_dataset_split/balanced_dataset_split/test/antidorcas marsupialis/antidorcas marsupialis_20140811-PICT0717.JPG,1.0,1.0,1,0.050505050505050504,0.00034332275390625,antidorcas marsupialis
../balanced_dataset_split/balanced_dataset_split/test/antidorcas marsupialis/antidorcas marsupialis_20140813-PICT0123.JPG,1.0,1.0,1,0.050505050505050504,0.0003426074981689453,antidorcas marsupialis
../balanced_dataset_split/balanced_dataset_split/test/antidorcas marsupialis/antidorcas marsupialis_20140816-PICT0857.JPG,1.0,1.0,1,0.050505050505050504,0.0003414154052734375,antidorcas marsupialis
../balanced_dataset_split/balanced_dataset_split/test/antidorcas marsupialis/antidorcas marsupialis_20140816-PICT0900.JPG,1.0,1.0,1,0.050505050505050504,0.00034332275390625,antidorcas marsupialis
../balanced_dataset_split/balanced_dataset_split/test/antidorcas marsupialis/antidorcas marsupialis_20140901-PICT0889.JPG,1.0,1.0,1,0.050505050505050504,0.0003502368927001953,antidorcas marsupialis
../balanced_dataset_split/balanced_dataset_split/test/antidorcas marsupialis/antidorcas marsupialis_20140916-PICT1472.JPG,1.0,1.0,1,0.050505050505050504,0.00034618377685546875,antidorcas marsupialis
../balanced_dataset_split/balanced_dataset_split/test/antidorcas marsupialis/antidorcas marsupialis_20140921-PICT6149.JPG,1.0,1.0,1,0.050505050505050504,0.00034332275390625,antidorcas marsupialis
../balanced_dataset_split/balanced_dataset_split/test/antidorcas marsupialis/antidorcas marsupialis_20141104-PICT0151.JPG,1.0,1.0,1,0.050505050505050504,0.0003402233123779297,antidorcas marsupialis
../balanced_dataset_split/balanced_dataset_split/test/antidorcas marsupialis/antidorcas marsupialis_20141116-PICT0361.JPG,1.0,1.0,1,0.050505050505050504,0.0003445148468017578,antidorcas marsupialis
../balanced_dataset_split/balanced_dataset_split/test/antidorcas marsupialis/antidorcas marsupialis_20141121-PICT0139.JPG,0.8,0.8041666666666667,1,0.04040404040404041,0.00035762786865234375,antidorcas marsupialis
../balanced_dataset_split/balanced_dataset_split/test/antidorcas marsupialis/antidorcas marsupialis_20141121-PICT0531.JPG,1.0,1.0,1,0.050505050505050504,0.00034999847412109375,antidorcas marsupialis
../balanced_dataset_split/balanced_dataset_split/test/antidorcas marsupialis/antidorcas marsupialis_20150126-PICT0463.JPG,1.0,1.0,1,0.050505050505050504,0.0003452301025390625,antidorcas marsupialis
../balanced_dataset_split/balanced_dataset_split/test/antidorcas marsupialis/antidorcas marsupialis_20150126-PICT0465.JPG,1.0,1.0,1,0.050505050505050504,0.0003437995910644531,antidorcas marsupialis
../balanced_dataset_split/balanced_dataset_split/test/antidorcas marsupialis/antidorcas marsupialis_20160227-RCX_1173.JPG,1.0,1.0,1,0.050505050505050504,0.00034236907958984375,antidorcas marsupialis
../balanced_dataset_split/balanced_dataset_split/test/antidorcas marsupialis/antidorcas marsupialis_20170117-PICT0342.JPG,1.0,1.0,1,0.050505050505050504,0.0003464221954345703,antidorcas marsupialis
../balanced_dataset_split/balanced_dataset_split/test/antidorcas marsupialis/antidorcas marsupialis_20170211-PICT2756.JPG,1.0,1.0,1,0.050505050505050504,0.00034809112548828125,antidorcas marsupialis
../balanced_dataset_split/balanced_dataset_split/test/antidorcas marsupialis/antidorcas marsupialis_20170211-PICT2763.JPG,1.0,1.0,1,0.050505050505050504,0.00033926963806152344,antidorcas marsupialis
../balanced_dataset_split/balanced_dataset_split/test/antidorcas marsupialis/antidorcas marsupialis_20170417-PICT4800.JPG,1.0,1.0,1,0.050505050505050504,0.00034332275390625,antidorcas marsupialis
../balanced_dataset_split/balanced_dataset_split/test/antidorcas marsupialis/antidorcas marsupialis_PICT0044.JPG,1.0,1.0,1,0.050505050505050504,0.0003426074981689453,antidorcas marsupialis
../balanced_dataset_split/balanced_dataset_split/test/antidorcas marsupialis/antidorcas marsupialis_PICT0078.JPG,1.0,1.0,1,0.050505050505050504,0.00033974647521972656,antidorcas marsupialis
../balanced_dataset_split/balanced_dataset_split/test/antidorcas marsupialis/antidorcas marsupialis_PICT0085-2.JPG,0.2,0.2,0,0.010101010101010102,0.00034546852111816406,antidorcas marsupialis
../balanced_dataset_split/balanced_dataset_split/test/antidorcas marsupialis/antidorcas marsupialis_PICT0132.JPG,1.0,1.0,1,0.050505050505050504,0.00034165382385253906,antidorcas marsupialis
../balanced_dataset_split/balanced_dataset_split/test/antidorcas marsupialis/antidorcas marsupialis_PICT0155.JPG,1.0,1.0,1,0.050505050505050504,0.00033545494079589844,antidorcas marsupialis
../balanced_dataset_split/balanced_dataset_split/test/antidorcas marsupialis/antidorcas marsupialis_PICT0189.JPG,1.0,1.0,1,0.050505050505050504,0.0003409385681152344,antidorcas marsupialis
../balanced_dataset_split/balanced_dataset_split/test/antidorcas marsupialis/antidorcas marsupialis_PICT0287.JPG,1.0,1.0,1,0.050505050505050504,0.0003421306610107422,antidorcas marsupialis
