Path,Precision@5,AP,Top-1 Accuracy,Recall@5,Search Time (s),Query Label
../balanced_dataset_split/balanced_dataset_split/test/acinonyx jubatus/acinonyx jubatus_20150622-PICT0037.JPG,0.0,0.0,0,0.0,0.00026535987854003906,acinonyx jubatus
../balanced_dataset_split/balanced_dataset_split/test/acinonyx jubatus/acinonyx jubatus_20150622-PICT0043.JPG,1.0,1.0,1,0.05747126436781609,0.00025916099548339844,acinonyx jubatus
../balanced_dataset_split/balanced_dataset_split/test/acinonyx jubatus/acinonyx jubatus_20150622-PICT0045.JPG,1.0,1.0,1,0.05747126436781609,0.0002617835998535156,acinonyx jubatus
../balanced_dataset_split/balanced_dataset_split/test/acinonyx jubatus/acinonyx jubatus_20150622-PICT0079.JPG,1.0,1.0,1,0.05747126436781609,0.0002694129943847656,acinonyx jubatus
../balanced_dataset_split/balanced_dataset_split/test/acinonyx jubatus/acinonyx jubatus_20150622-PICT0082.JPG,1.0,1.0,1,0.05747126436781609,0.00026226043701171875,acinonyx jubatus
../balanced_dataset_split/balanced_dataset_split/test/acinonyx jubatus/acinonyx jubatus_20150622-PICT0084.JPG,1.0,1.0,1,0.05747126436781609,0.0002639293670654297,acinonyx jubatus
../balanced_dataset_split/balanced_dataset_split/test/acinonyx jubatus/acinonyx jubatus_20150622-PICT0098.JPG,1.0,1.0,1,0.05747126436781609,0.0002682209014892578,acinonyx jubatus
../balanced_dataset_split/balanced_dataset_split/test/acinonyx jubatus/acinonyx jubatus_20150622-PICT0100.JPG,1.0,1.0,1,0.05747126436781609,0.00026535987854003906,acinonyx jubatus
../balanced_dataset_split/balanced_dataset_split/test/acinonyx jubatus/acinonyx jubatus_20150622-PICT0102.JPG,1.0,1.0,1,0.05747126436781609,0.0002627372741699219,acinonyx jubatus
../balanced_dataset_split/balanced_dataset_split/test/acinonyx jubatus/acinonyx jubatus_20150622-PICT0103.JPG,1.0,1.0,1,0.05747126436781609,0.0002608299255371094,acinonyx jubatus
../balanced_dataset_split/balanced_dataset_split/test/acinonyx jubatus/acinonyx jubatus_20150623-PICT0106.JPG,1.0,1.0,1,0.05747126436781609,0.000263214111328125,acinonyx jubatus
../balanced_dataset_split/balanced_dataset_split/test/acinonyx jubatus/acinonyx jubatus_20150623-PICT0110.JPG,1.0,1.0,1,0.05747126436781609,0.0002601146697998047,acinonyx jubatus
../balanced_dataset_split/balanced_dataset_split/test/acinonyx jubatus/acinonyx jubatus_20150623-PICT0111.JPG,1.0,1.0,1,0.05747126436781609,0.0002589225769042969,acinonyx jubatus
../balanced_dataset_split/balanced_dataset_split/test/acinonyx jubatus/acinonyx jubatus_20170218-PICT0007.JPG,1.0,1.0,1,0.05747126436781609,0.00026154518127441406,acinonyx jubatus
../balanced_dataset_split/balanced_dataset_split/test/acinonyx jubatus/acinonyx jubatus_20170218-PICT0011.JPG,0.2,1.0,1,0.011494252873563218,0.000263214111328125,acinonyx jubatus
../balanced_dataset_split/balanced_dataset_split/test/acinonyx jubatus/acinonyx jubatus_20170218-PICT0041.JPG,1.0,1.0,1,0.05747126436781609,0.0002613067626953125,acinonyx jubatus
../balanced_dataset_split/balanced_dataset_split/test/acinonyx jubatus/acinonyx jubatus_20170218-PICT0044.JPG,1.0,1.0,1,0.05747126436781609,0.00028705596923828125,acinonyx jubatus
../balanced_dataset_split/balanced_dataset_split/test/acinonyx jubatus/acinonyx jubatus_20170218-PICT0047.JPG,0.8,0.6791666666666667,0,0.04597701149425287,0.00026297569274902344,acinonyx jubatus
../balanced_dataset_split/balanced_dataset_split/test/acinonyx jubatus/acinonyx jubatus_MDGC0026.JPG,0.8,0.95,1,0.04597701149425287,0.00026035308837890625,acinonyx jubatus
../balanced_dataset_split/balanced_dataset_split/test/acinonyx jubatus/acinonyx jubatus_PICT0026.JPG,1.0,1.0,1,0.05747126436781609,0.000263214111328125,acinonyx jubatus
../balanced_dataset_split/balanced_dataset_split/test/acinonyx jubatus/acinonyx jubatus_PICT0031.JPG,1.0,1.0,1,0.05747126436781609,0.00026297569274902344,acinonyx jubatus
../balanced_dataset_split/balanced_dataset_split/test/acinonyx jubatus/acinonyx jubatus_PICT0034.JPG,1.0,1.0,1,0.05747126436781609,0.0002636909484863281,acinonyx jubatus
../balanced_dataset_split/balanced_dataset_split/test/acinonyx jubatus/acinonyx jubatus_PICT0051.JPG,1.0,1.0,1,0.05747126436781609,0.0002651214599609375,acinonyx jubatus
../balanced_dataset_split/balanced_dataset_split/test/acinonyx jubatus/acinonyx jubatus_PICT0064-2.JPG,1.0,1.0,1,0.05747126436781609,0.0002613067626953125,acinonyx jubatus
../balanced_dataset_split/balanced_dataset_split/test/acinonyx jubatus/acinonyx jubatus_PICT0068.JPG,1.0,1.0,1,0.05747126436781609,0.0002601146697998047,acinonyx jubatus
../balanced_dataset_split/balanced_dataset_split/test/acinonyx jubatus/acinonyx jubatus_PICT0069.JPG,0.8,0.8875,1,0.04597701149425287,0.0002620220184326172,acinonyx jubatus
../balanced_dataset_split/balanced_dataset_split/test/acinonyx jubatus/acinonyx jubatus_PICT0106.JPG,1.0,1.0,1,0.05747126436781609,0.00026106834411621094,acinonyx jubatus
../balanced_dataset_split/balanced_dataset_split/test/acinonyx jubatus/acinonyx jubatus_PICT0107.JPG,1.0,1.0,1,0.05747126436781609,0.0002644062042236328,acinonyx jubatus
../balanced_dataset_split/balanced_dataset_split/test/acinonyx jubatus/acinonyx jubatus_PICT0114.JPG,1.0,1.0,1,0.05747126436781609,0.0002658367156982422,acinonyx jubatus
../balanced_dataset_split/balanced_dataset_split/test/acinonyx jubatus/acinonyx jubatus_PICT0119.JPG,1.0,1.0,1,0.05747126436781609,0.0002741813659667969,acinonyx jubatus
../balanced_dataset_split/balanced_dataset_split/test/acinonyx jubatus/acinonyx jubatus_PICT0143.JPG,1.0,1.0,1,0.05747126436781609,0.0002620220184326172,acinonyx jubatus
../balanced_dataset_split/balanced_dataset_split/test/acinonyx jubatus/acinonyx jubatus_PICT0147.JPG,1.0,1.0,1,0.05747126436781609,0.0002601146697998047,acinonyx jubatus
../balanced_dataset_split/balanced_dataset_split/test/acinonyx jubatus/acinonyx jubatus_PICT0154.JPG,1.0,1.0,1,0.05747126436781609,0.0002601146697998047,acinonyx jubatus
../balanced_dataset_split/balanced_dataset_split/test/acinonyx jubatus/acinonyx jubatus_PICT0163.JPG,1.0,1.0,1,0.05747126436781609,0.0002601146697998047,acinonyx jubatus
../balanced_dataset_split/balanced_dataset_split/test/acinonyx jubatus/acinonyx jubatus_PICT0172.JPG,0.8,0.8041666666666667,1,0.04597701149425287,0.00025963783264160156,acinonyx jubatus
../balanced_dataset_split/balanced_dataset_split/test/acinonyx jubatus/acinonyx jubatus_PICT0175.JPG,1.0,1.0,1,0.05747126436781609,0.00025582313537597656,acinonyx jubatus
../balanced_dataset_split/balanced_dataset_split/test/acinonyx jubatus/acinonyx jubatus_PICT0186.JPG,1.0,1.0,1,0.05747126436781609,0.0002608299255371094,acinonyx jubatus
../balanced_dataset_split/balanced_dataset_split/test/acinonyx jubatus/acinonyx jubatus_PICT0190.JPG,1.0,1.0,1,0.05747126436781609,0.0002613067626953125,acinonyx jubatus
../balanced_dataset_split/balanced_dataset_split/test/acinonyx jubatus/acinonyx jubatus_PICT0191.JPG,1.0,1.0,1,0.05747126436781609,0.0002617835998535156,acinonyx jubatus
../balanced_dataset_split/balanced_dataset_split/test/acinonyx jubatus/acinonyx jubatus_PICT0197.JPG,1.0,1.0,1,0.05747126436781609,0.0002605915069580078,acinonyx jubatus
../balanced_dataset_split/balanced_dataset_split/test/acinonyx jubatus/acinonyx jubatus_PICT0225.JPG,0.4,0.5,0,0.022988505747126436,0.00026297569274902344,acinonyx jubatus
../balanced_dataset_split/balanced_dataset_split/test/acinonyx jubatus/acinonyx jubatus_PICT0247.JPG,1.0,1.0,1,0.05747126436781609,0.000263214111328125,acinonyx jubatus
../balanced_dataset_split/balanced_dataset_split/test/acinonyx jubatus/acinonyx jubatus_PICT0249.JPG,1.0,1.0,1,0.05747126436781609,0.0002701282501220703,acinonyx jubatus
../balanced_dataset_split/balanced_dataset_split/test/acinonyx jubatus/acinonyx jubatus_PICT0258.JPG,0.8,0.8041666666666667,1,0.04597701149425287,0.00026226043701171875,acinonyx jubatus
../balanced_dataset_split/balanced_dataset_split/test/acinonyx jubatus/acinonyx jubatus_PICT0301.JPG,0.0,0.0,0,0.0,0.00026106834411621094,acinonyx jubatus
../balanced_dataset_split/balanced_dataset_split/test/acinonyx jubatus/acinonyx jubatus_PICT0334.JPG,1.0,1.0,1,0.05747126436781609,0.0002627372741699219,acinonyx jubatus
../balanced_dataset_split/balanced_dataset_split/test/acinonyx jubatus/acinonyx jubatus_PICT0373.JPG,1.0,1.0,1,0.05747126436781609,0.0002613067626953125,acinonyx jubatus
../balanced_dataset_split/balanced_dataset_split/test/acinonyx jubatus/acinonyx jubatus_PICT0452.JPG,1.0,1.0,1,0.05747126436781609,0.0002624988555908203,acinonyx jubatus
../balanced_dataset_split/balanced_dataset_split/test/acinonyx jubatus/acinonyx jubatus_SUNP0751.JPG,0.6,0.9166666666666666,1,0.034482758620689655,0.0002593994140625,acinonyx jubatus
../balanced_dataset_split/balanced_dataset_split/test/acinonyx jubatus/acinonyx jubatus_SUNP1519.JPG,0.4,1.0,1,0.022988505747126436,0.0002598762512207031,acinonyx jubatus
../balanced_dataset_split/balanced_dataset_split/test/acinonyx jubatus/acinonyx jubatus_SUNP1612.JPG,1.0,1.0,1,0.05747126436781609,0.0002613067626953125,acinonyx jubatus
../balanced_dataset_split/balanced_dataset_split/test/acinonyx jubatus/acinonyx jubatus_SUNP1615.JPG,1.0,1.0,1,0.05747126436781609,0.0002605915069580078,acinonyx jubatus
../balanced_dataset_split/balanced_dataset_split/test/acinonyx jubatus/acinonyx jubatus_SUNP1860.JPG,0.8,0.95,1,0.04597701149425287,0.00025963783264160156,acinonyx jubatus
../balanced_dataset_split/balanced_dataset_split/test/acinonyx jubatus/acinonyx jubatus_SUNP2007.JPG,0.4,0.5833333333333333,0,0.022988505747126436,0.0002586841583251953,acinonyx jubatus
../balanced_dataset_split/balanced_dataset_split/test/acinonyx jubatus/acinonyx jubatus_SUNP3110.JPG,1.0,1.0,1,0.05747126436781609,0.00025725364685058594,acinonyx jubatus
../balanced_dataset_split/balanced_dataset_split/test/antidorcas marsupialis/antidorcas marsupialis_20110119-PICT2808.JPG,1.0,1.0,1,0.050505050505050504,0.0002682209014892578,antidorcas marsupialis
../balanced_dataset_split/balanced_dataset_split/test/antidorcas marsupialis/antidorcas marsupialis_20110120-PICT3023.JPG,1.0,1.0,1,0.050505050505050504,0.00026106834411621094,antidorcas marsupialis
../balanced_dataset_split/balanced_dataset_split/test/antidorcas marsupialis/antidorcas marsupialis_20110122-PICT3135.JPG,1.0,1.0,1,0.050505050505050504,0.0002579689025878906,antidorcas marsupialis
../balanced_dataset_split/balanced_dataset_split/test/antidorcas marsupialis/antidorcas marsupialis_20110123-PICT3173.JPG,0.2,0.5,0,0.010101010101010102,0.0002593994140625,antidorcas marsupialis
../balanced_dataset_split/balanced_dataset_split/test/antidorcas marsupialis/antidorcas marsupialis_20110129-PICT3917.JPG,1.0,1.0,1,0.050505050505050504,0.00026106834411621094,antidorcas marsupialis
../balanced_dataset_split/balanced_dataset_split/test/antidorcas marsupialis/antidorcas marsupialis_20110131-PICT4184.JPG,1.0,1.0,1,0.050505050505050504,0.00025653839111328125,antidorcas marsupialis
../balanced_dataset_split/balanced_dataset_split/test/antidorcas marsupialis/antidorcas marsupialis_20110201-PICT4356.JPG,1.0,1.0,1,0.050505050505050504,0.00026106834411621094,antidorcas marsupialis
../balanced_dataset_split/balanced_dataset_split/test/antidorcas marsupialis/antidorcas marsupialis_20110201-PICT4473.JPG,1.0,1.0,1,0.050505050505050504,0.0002579689025878906,antidorcas marsupialis
../balanced_dataset_split/balanced_dataset_split/test/antidorcas marsupialis/antidorcas marsupialis_20110204-PICT4839.JPG,1.0,1.0,1,0.050505050505050504,0.0002620220184326172,antidorcas marsupialis
../balanced_dataset_split/balanced_dataset_split/test/antidorcas marsupialis/antidorcas marsupialis_20110208-PICT5160.JPG,1.0,1.0,1,0.050505050505050504,0.00026035308837890625,antidorcas marsupialis
../balanced_dataset_split/balanced_dataset_split/test/antidorcas marsupialis/antidorcas marsupialis_20110210-PICT5626.JPG,1.0,1.0,1,0.050505050505050504,0.0002608299255371094,antidorcas marsupialis
../balanced_dataset_split/balanced_dataset_split/test/antidorcas marsupialis/antidorcas marsupialis_20110210-PICT5720.JPG,1.0,1.0,1,0.050505050505050504,0.00025653839111328125,antidorcas marsupialis
../balanced_dataset_split/balanced_dataset_split/test/antidorcas marsupialis/antidorcas marsupialis_20110210-PICT5721.JPG,1.0,1.0,1,0.050505050505050504,0.0002574920654296875,antidorcas marsupialis
../balanced_dataset_split/balanced_dataset_split/test/antidorcas marsupialis/antidorcas marsupialis_20110214-PICT6183.JPG,1.0,1.0,1,0.050505050505050504,0.0002715587615966797,antidorcas marsupialis
../balanced_dataset_split/balanced_dataset_split/test/antidorcas marsupialis/antidorcas marsupialis_20110218-PICT6382.JPG,1.0,1.0,1,0.050505050505050504,0.00026226043701171875,antidorcas marsupialis
../balanced_dataset_split/balanced_dataset_split/test/antidorcas marsupialis/antidorcas marsupialis_20110220-PICT6489.JPG,1.0,1.0,1,0.050505050505050504,0.0002639293670654297,antidorcas marsupialis
../balanced_dataset_split/balanced_dataset_split/test/antidorcas marsupialis/antidorcas marsupialis_20110302-PICT6738.JPG,1.0,1.0,1,0.050505050505050504,0.0002627372741699219,antidorcas marsupialis
../balanced_dataset_split/balanced_dataset_split/test/antidorcas marsupialis/antidorcas marsupialis_20110304-PICT6815.JPG,1.0,1.0,1,0.050505050505050504,0.0002617835998535156,antidorcas marsupialis
../balanced_dataset_split/balanced_dataset_split/test/antidorcas marsupialis/antidorcas marsupialis_20110306-PICT6923.JPG,1.0,1.0,1,0.050505050505050504,0.0002598762512207031,antidorcas marsupialis
../balanced_dataset_split/balanced_dataset_split/test/antidorcas marsupialis/antidorcas marsupialis_20131120-PICT0371.JPG,0.6,0.7000000000000001,1,0.030303030303030304,0.0002601146697998047,antidorcas marsupialis
../balanced_dataset_split/balanced_dataset_split/test/antidorcas marsupialis/antidorcas marsupialis_20140118-PICT0272.JPG,1.0,1.0,1,0.050505050505050504,0.0002598762512207031,antidorcas marsupialis
../balanced_dataset_split/balanced_dataset_split/test/antidorcas marsupialis/antidorcas marsupialis_20140315-PICT0789.JPG,1.0,1.0,1,0.050505050505050504,0.0002620220184326172,antidorcas marsupialis
../balanced_dataset_split/balanced_dataset_split/test/antidorcas marsupialis/antidorcas marsupialis_20140317-PICT3028.JPG,1.0,1.0,1,0.050505050505050504,0.00026154518127441406,antidorcas marsupialis
../balanced_dataset_split/balanced_dataset_split/test/antidorcas marsupialis/antidorcas marsupialis_20140319-PICT3388.JPG,1.0,1.0,1,0.050505050505050504,0.0002608299255371094,antidorcas marsupialis
../balanced_dataset_split/balanced_dataset_split/test/antidorcas marsupialis/antidorcas marsupialis_20140410-PICT9427.JPG,1.0,1.0,1,0.050505050505050504,0.00026226043701171875,antidorcas marsupialis
../balanced_dataset_split/balanced_dataset_split/test/antidorcas marsupialis/antidorcas marsupialis_20140525-PICT0025.JPG,1.0,1.0,1,0.050505050505050504,0.00026345252990722656,antidorcas marsupialis
../balanced_dataset_split/balanced_dataset_split/test/antidorcas marsupialis/antidorcas marsupialis_20140525-PICT0032.JPG,1.0,1.0,1,0.050505050505050504,0.00026917457580566406,antidorcas marsupialis
../balanced_dataset_split/balanced_dataset_split/test/antidorcas marsupialis/antidorcas marsupialis_20140607-PICT0427.JPG,1.0,1.0,1,0.050505050505050504,0.0002613067626953125,antidorcas marsupialis
../balanced_dataset_split/balanced_dataset_split/test/antidorcas marsupialis/antidorcas marsupialis_20140808-PICT0634.JPG,1.0,1.0,1,0.050505050505050504,0.0002593994140625,antidorcas marsupialis
../balanced_dataset_split/balanced_dataset_split/test/antidorcas marsupialis/antidorcas marsupialis_20140809-PICT0986.JPG,0.4,0.8333333333333333,1,0.020202020202020204,0.0002586841583251953,antidorcas marsupialis
../balanced_dataset_split/balanced_dataset_split/test/antidorcas marsupialis/antidorcas marsupialis_20140809-PICT1220.JPG,1.0,1.0,1,0.050505050505050504,0.0002570152282714844,antidorcas marsupialis
../balanced_dataset_split/balanced_dataset_split/test/antidorcas marsupialis/antidorcas marsupialis_20140811-PICT0717.JPG,1.0,1.0,1,0.050505050505050504,0.0002548694610595703,antidorcas marsupialis
../balanced_dataset_split/balanced_dataset_split/test/antidorcas marsupialis/antidorcas marsupialis_20140813-PICT0123.JPG,0.8,0.6791666666666667,0,0.04040404040404041,0.0002579689025878906,antidorcas marsupialis
../balanced_dataset_split/balanced_dataset_split/test/antidorcas marsupialis/antidorcas marsupialis_20140816-PICT0857.JPG,1.0,1.0,1,0.050505050505050504,0.0002586841583251953,antidorcas marsupialis
../balanced_dataset_split/balanced_dataset_split/test/antidorcas marsupialis/antidorcas marsupialis_20140816-PICT0900.JPG,1.0,1.0,1,0.050505050505050504,0.0002562999725341797,antidorcas marsupialis
../balanced_dataset_split/balanced_dataset_split/test/antidorcas marsupialis/antidorcas marsupialis_20140901-PICT0889.JPG,1.0,1.0,1,0.050505050505050504,0.0002598762512207031,antidorcas marsupialis
../balanced_dataset_split/balanced_dataset_split/test/antidorcas marsupialis/antidorcas marsupialis_20140916-PICT1472.JPG,1.0,1.0,1,0.050505050505050504,0.00025773048400878906,antidorcas marsupialis
../balanced_dataset_split/balanced_dataset_split/test/antidorcas marsupialis/antidorcas marsupialis_20140921-PICT6149.JPG,1.0,1.0,1,0.050505050505050504,0.00025963783264160156,antidorcas marsupialis
../balanced_dataset_split/balanced_dataset_split/test/antidorcas marsupialis/antidorcas marsupialis_20141104-PICT0151.JPG,1.0,1.0,1,0.050505050505050504,0.0002589225769042969,antidorcas marsupialis
../balanced_dataset_split/balanced_dataset_split/test/antidorcas marsupialis/antidorcas marsupialis_20141116-PICT0361.JPG,1.0,1.0,1,0.050505050505050504,0.00028014183044433594,antidorcas marsupialis
../balanced_dataset_split/balanced_dataset_split/test/antidorcas marsupialis/antidorcas marsupialis_20141121-PICT0139.JPG,0.8,0.8041666666666667,1,0.04040404040404041,0.00026488304138183594,antidorcas marsupialis
../balanced_dataset_split/balanced_dataset_split/test/antidorcas marsupialis/antidorcas marsupialis_20141121-PICT0531.JPG,1.0,1.0,1,0.050505050505050504,0.0002627372741699219,antidorcas marsupialis
../balanced_dataset_split/balanced_dataset_split/test/antidorcas marsupialis/antidorcas marsupialis_20150126-PICT0463.JPG,1.0,1.0,1,0.050505050505050504,0.0002601146697998047,antidorcas marsupialis
../balanced_dataset_split/balanced_dataset_split/test/antidorcas marsupialis/antidorcas marsupialis_20150126-PICT0465.JPG,1.0,1.0,1,0.050505050505050504,0.0002620220184326172,antidorcas marsupialis
../balanced_dataset_split/balanced_dataset_split/test/antidorcas marsupialis/antidorcas marsupialis_20160227-RCX_1173.JPG,1.0,1.0,1,0.050505050505050504,0.0002589225769042969,antidorcas marsupialis
../balanced_dataset_split/balanced_dataset_split/test/antidorcas marsupialis/antidorcas marsupialis_20170117-PICT0342.JPG,1.0,1.0,1,0.050505050505050504,0.00025963783264160156,antidorcas marsupialis
../balanced_dataset_split/balanced_dataset_split/test/antidorcas marsupialis/antidorcas marsupialis_20170211-PICT2756.JPG,1.0,1.0,1,0.050505050505050504,0.0002589225769042969,antidorcas marsupialis
../balanced_dataset_split/balanced_dataset_split/test/antidorcas marsupialis/antidorcas marsupialis_20170211-PICT2763.JPG,1.0,1.0,1,0.050505050505050504,0.0002613067626953125,antidorcas marsupialis
../balanced_dataset_split/balanced_dataset_split/test/antidorcas marsupialis/antidorcas marsupialis_20170417-PICT4800.JPG,1.0,1.0,1,0.050505050505050504,0.00025963783264160156,antidorcas marsupialis
../balanced_dataset_split/balanced_dataset_split/test/antidorcas marsupialis/antidorcas marsupialis_PICT0044.JPG,1.0,1.0,1,0.050505050505050504,0.0002617835998535156,antidorcas marsupialis
../balanced_dataset_split/balanced_dataset_split/test/antidorcas marsupialis/antidorcas marsupialis_PICT0078.JPG,1.0,1.0,1,0.050505050505050504,0.0002601146697998047,antidorcas marsupialis
../balanced_dataset_split/balanced_dataset_split/test/antidorcas marsupialis/antidorcas marsupialis_PICT0085-2.JPG,0.0,0.0,0,0.0,0.0002617835998535156,antidorcas marsupialis
../balanced_dataset_split/balanced_dataset_split/test/antidorcas marsupialis/antidorcas marsupialis_PICT0132.JPG,1.0,1.0,1,0.050505050505050504,0.00026607513427734375,antidorcas marsupialis
../balanced_dataset_split/balanced_dataset_split/test/antidorcas marsupialis/antidorcas marsupialis_PICT0155.JPG,1.0,1.0,1,0.050505050505050504,0.00026297569274902344,antidorcas marsupialis
../balanced_dataset_split/balanced_dataset_split/test/antidorcas marsupialis/antidorcas marsupialis_PICT0189.JPG,0.6,0.7555555555555555,1,0.030303030303030304,0.00025844573974609375,antidorcas marsupialis
../balanced_dataset_split/balanced_dataset_split/test/antidorcas marsupialis/antidorcas marsupialis_PICT0287.JPG,1.0,1.0,1,0.050505050505050504,0.0002598762512207031,antidorcas marsupialis
